meter_id,zone,mean_consumption,std_consumption,median_consumption,cv,skewness,kurtosis,night_day_ratio,weekend_weekday_ratio,trend_pct,max_drop_pct,max_spike_pct,zero_ratio,consecutive_zeros,outlier_ratio,recent_hist_ratio,is_anomaly_true,anomaly_type_true,peer_z_mean_consumption,peer_z_cv,peer_z_zero_ratio,peer_z_night_day_ratio,peer_z_trend_pct,peer_z_recent_hist_ratio,peer_deviation_score,if_label,if_score,if_anomaly_prob,rule_flag,rule_reasons,detected_anomaly,detected_type,confidence_score
MTR_IND_1000,Indiranagar,1.0169241666666669,0.7174785835261914,0.7416,0.7055379348713927,0.883021706245865,-0.36604660610059936,0.47674226246120416,1.0018253625794697,10.151670355913355,-2.7378488718498755,4.737798932303552,0.0,0,0.0,1.0506643400440343,0,normal,-0.5158961126911457,-0.711553011555337,-0.15811388300841897,0.7725564436716947,-0.12643944331627466,-0.21900221849078663,0.41726018545560967,1,0.08207736748175959,0.040526184258336206,False,Statistical anomaly (Isolation Forest),False,normal,4.3
MTR_IND_1001,Indiranagar,0.6720978548611112,0.6535601919176153,0.41184600000000005,0.9724181939674414,1.6143040529420642,1.8927898008369732,0.47615935143863086,1.0002344871896016,-160.93430699627967,-72.53668920611973,2.599552871964576,0.0,0,0.025173611111111112,0.29541340653375053,1,theft_sudden_drop,-0.8253670487847973,1.572578608051287,-0.15811388300841897,0.7683147535470194,-3.6791694516475033,-2.1287641266542408,1.5220513119488777,-1,-0.1880301585063892,0.746406064231596,True,Consumption dropped to 30% of historical; Strong decline trend: -160.9%,True,theft_sudden_drop,75.9
MTR_IND_1002,Indiranagar,2.2083727083333335,1.7998776666294722,1.7222,0.8150244076497405,0.38977870324124325,-1.4176182080782855,0.19514761025955493,0.849899861596736,10.204420103152396,-18.468826851853564,18.752972402296223,0.0,0,0.0,1.0567173299820014,0,normal,0.553392056086753,0.22550211286366728,-0.15811388300841897,-1.2765337418804943,-0.12534405482886965,-0.20369635245193474,0.42376370018668963,1,0.0716160555664283,0.06786503596986115,False,Statistical anomaly (Isolation Forest),False,normal,5.4
MTR_IND_1003,Indiranagar,1.6947689930555554,1.3823583095755088,1.3169499999999998,0.8156617846344895,0.39497648374994265,-1.4063710778017517,0.1953893656764686,0.8512638785660209,10.894051874978569,-18.39553938477656,19.073478567505983,0.0,0,0.0,1.060325580428862,0,normal,0.09244862715891897,0.2309571919669542,-0.15811388300841897,-1.2747745513268782,-0.11102332832407948,-0.1945723660352607,0.3436483246367517,1,0.0668630316331214,0.08028625211805518,False,Statistical anomaly (Isolation Forest),False,normal,5.7
MTR_IND_1004,Indiranagar,1.1030647916666667,0.7761685015255213,0.81355,0.703647238451246,0.8672215770746714,-0.40989191817693404,0.47533126685016813,0.9986639436244565,10.272117208959338,-3.8263652463481304,6.755022415313334,0.0,0,0.0,1.0547956563704761,0,normal,-0.43858756939914084,-0.7277347984396938,-0.15811388300841897,0.7622889998980796,-0.12393827311022888,-0.20855558386811665,0.40320318462061316,1,0.07773471779928981,0.051874957401229604,False,Statistical anomaly (Isolation Forest),False,normal,4.7
MTR_IND_1005,Indiranagar,1.2868156808875042,1.573873016399931,0.84745,1.2230757112655708,6.364036413826586,58.01525364606102,0.45924955045580823,0.9738907673314208,50.01045415543849,-52.654481340582784,57.833390776027485,0.0,0,0.014409722222222223,1.3833938187335475,1,tamper_spike,-0.27367683681189153,3.717865647609726,-0.15811388300841897,0.6452665814221807,0.7012584165068606,0.6223526953931613,1.0197556767920397,-1,-0.25265254014210864,0.915285619977885,False,Statistical anomaly (Isolation Forest),True,statistical_anomaly,45.7
MTR_IND_1006,Indiranagar,1.158462048611111,0.8179585683191878,0.85395,0.7060728163163535,0.8790527755873648,-0.3693684183196817,0.4763238569500638,0.9963967156873718,11.446211912410428,-3.5731935825127903,3.85479815460026,0.0,0,0.0,1.060373147162801,0,normal,-0.3888702468611642,-0.7069751547092965,-0.15811388300841897,0.7695118168659104,-0.09955730659193479,-0.1944520866254091,0.38624674911035567,1,0.09160412719684774,0.015629625083914855,False,Statistical anomaly (Isolation Forest),False,normal,3.3
MTR_IND_1007,Indiranagar,1.6478986979166665,1.3432711729505333,1.2960500000000001,0.815141832745743,0.39458576436570814,-1.4037973070582221,0.1955571602770625,0.8544954870481595,9.863185691421755,-19.297500534512526,17.311819584410685,0.0,0,0.0,1.0568236605003205,0,normal,0.050383988774256226,0.22650711179323677,-0.15811388300841897,-1.2735535541716505,-0.13243004605499487,-0.2034274802605198,0.3407360106771795,1,0.06370457126411522,0.08854034877092742,False,Statistical anomaly (Isolation Forest),False,normal,5.9
MTR_IND_1008,Indiranagar,1.2297133333333334,0.8670756606596297,0.90615,0.7051038889350288,0.8740727733645828,-0.3891893754200755,0.4771644078290962,0.9974113153157811,11.435982990988727,-3.0551346765427985,6.651237997164248,0.0,0,0.0,1.059929626358201,0,normal,-0.3249244253680081,-0.7152678537507414,-0.15811388300841897,0.7756282844309591,-0.09976971789910423,-0.19557359353195,0.3782129596648636,1,0.09098021710749499,0.017260107527435342,False,Statistical anomaly (Isolation Forest),False,normal,3.3
MTR_IND_1009,Indiranagar,0.7946451388888889,0.5607008388354828,0.5861,0.7055990206691398,0.8747926080999677,-0.385501862093943,0.47728251360980084,0.9998200882836962,11.022675195384629,-2.8071021206423086,7.9680685923155465,0.0,0,0.0,1.0577249133296749,0,normal,-0.7153846564747915,-0.7110302003042701,-0.15811388300841897,0.7764877091189165,-0.10835236757527937,-0.20114853130891006,0.44508622463176445,1,0.097295599720436,0.0007559338488255518,False,Statistical anomaly (Isolation Forest),False,normal,2.9
